experience,initial_rating,n_words,paper_id,rating,review_id,thoroughness
2.0,3,150.0,H1edV6VKvS,3,H1eM6yIAFS,2.0
2.0,3,420.0,H1edV6VKvS,3,SkgGhoJ6tr,2.0
0.0,1,208.0,SJeo46VFDr,1,H1lEx5V0tS,2.0
0.0,3,1587.0,SJeo46VFDr,3,rke06X2YYS,2.0
0.0,3,117.0,SJeo46VFDr,3,HJxpEljX9S,2.0
1.0,3,219.0,rkguLC4tPB,3,ByxRE_5hFH,2.0
1.0,3,443.0,rkguLC4tPB,3,rJlN0QoQ5S,2.0
0.0,8,312.0,rkguLC4tPB,8,Sye25E-3FS,2.0
3.0,3,229.0,rylK-kBYwr,3,H1lXd3tJcS,3.0
2.0,3,809.0,rylK-kBYwr,3,ryg_Kdnqcr,3.0
2.0,3,387.0,rylK-kBYwr,3,rylVFOkr9S,2.0
1.0,3,217.0,rylK-kBYwr,3,SJgiY3E6cB,3.0
2.0,3,159.0,H1gfFaEYDS,3,HJg8AR0-9H,2.0
3.0,8,770.0,H1gfFaEYDS,8,rJe5MJ5_9B,2.0
1.0,6,308.0,H1gfFaEYDS,6,Sygb7qk0tr,3.0
1.0,8,260.0,BJewlyStDr,6,SklK7x6-cS,3.0
1.0,6,687.0,BJewlyStDr,6,BJg-P7A3KH,2.0
3.0,3,291.0,HJlA0C4tPS,6,SJl7ALxqYH,2.0
1.0,8,203.0,HJlA0C4tPS,8,B1gcj6Fe5r,0.0
1.0,6,329.0,HJlA0C4tPS,6,SkxpKw0nYB,2.0
3.0,8,341.0,SkxQp1StDH,8,Sye7nK0ItH,3.0
2.0,6,263.0,SkxQp1StDH,6,B1lxARc3KS,2.0
0.0,6,324.0,SkxQp1StDH,6,SyetJDjTYH,3.0
0.0,3,139.0,HylrB04YwH,3,rJx5RNjiqS,2.0
2.0,3,275.0,HylrB04YwH,3,rJxPhC1FYr,2.0
2.0,3,787.0,HylrB04YwH,3,HJlgnPFiKS,3.0
3.0,1,380.0,HkxDheHFDr,1,B1xFs1anFH,3.0
1.0,3,234.0,HkxDheHFDr,3,H1xyP11TYH,3.0
1.0,1,250.0,HkxDheHFDr,1,SygdvztCKB,3.0
3.0,1,790.0,rklxF0NtDr,1,rygh-IRtdH,3.0
1.0,3,184.0,rklxF0NtDr,3,rJe6pYX-cS,2.0
1.0,3,324.0,rklxF0NtDr,3,BkeMtm2WcH,3.0
1.0,6,151.0,Sye_OgHFwH,6,BJlg1WSTtS,3.0
1.0,6,164.0,Sye_OgHFwH,6,rklbmtp6YH,2.0
1.0,6,302.0,Sye_OgHFwH,6,HJgAOwI-FB,2.0
2.0,1,288.0,S1eYchEtwH,1,rJlNlmY5tH,0.0
1.0,1,429.0,S1eYchEtwH,1,rkxtaO2mcr,3.0
1.0,8,148.0,HJgS7p4FPH,8,rJgL80qkqr,2.0
1.0,8,169.0,HJgS7p4FPH,8,ByxxYQ73FS,2.0
0.0,1,352.0,HJgS7p4FPH,1,ryl7uG2atH,2.0
2.0,6,390.0,SkloDJSFPH,6,H1l8W_ndtS,3.0
0.0,3,501.0,SkloDJSFPH,3,ByxpVK-jtB,3.0
2.0,6,220.0,SkloDJSFPH,6,ryxp5HFpFr,0.0
1.0,3,390.0,BJx3_0VKPB,3,Ske6R2YaYB,2.0
3.0,1,145.0,BJx3_0VKPB,1,ryl7v3dJcB,2.0
1.0,1,165.0,BJx3_0VKPB,1,rJelztl6FB,1.0
2.0,3,667.0,SJxrKgStDH,6,ryeAO_hsYH,3.0
2.0,3,808.0,SJxrKgStDH,6,rJx4wc3TKB,2.0
1.0,6,157.0,SJxrKgStDH,6,Byl5Um4m5B,1.0
3.0,1,216.0,Ske9VANKDH,1,SkgvijzLtB,2.0
3.0,1,349.0,Ske9VANKDH,1,H1gGrehCOr,3.0
1.0,3,560.0,Ske9VANKDH,3,S1gTwOG2Yr,3.0
2.0,1,256.0,Bkgz_krKPB,1,HklRkmxKYS,3.0
3.0,3,283.0,Bkgz_krKPB,3,rJgsIBf0YH,3.0
2.0,6,209.0,Bkgz_krKPB,6,HygJ8mphYS,3.0
3.0,6,592.0,SkgKO0EtvS,8,HklfytHTKB,2.0
0.0,1,197.0,SkgKO0EtvS,1,BkgYLHqx5H,2.0
1.0,8,285.0,SkgKO0EtvS,8,SJg7FXl6KS,2.0
1.0,3,532.0,Syx9ET4YPB,3,rkxcWM73FH,3.0
0.0,6,248.0,Syx9ET4YPB,6,S1eNC80O5B,2.0
1.0,3,166.0,Syx9ET4YPB,3,Skx8zfYntr,2.0
1.0,6,434.0,BJxAHgSYDB,6,HylXcz8GcB,3.0
3.0,3,597.0,BJxAHgSYDB,6,S1xmXOVhYH,3.0
2.0,3,375.0,BJxAHgSYDB,3,rJlhVTqTKS,2.0
3.0,3,156.0,ByeYOerFvr,3,HklESyS8cH,3.0
0.0,3,410.0,ByeYOerFvr,3,r1gHlmb6KH,2.0
0.0,1,268.0,ByeYOerFvr,1,rJgDEMQJ9H,2.0
0.0,6,163.0,Sye9lyHKwB,6,BJeBDNZS5B,2.0
1.0,6,321.0,Sye9lyHKwB,6,r1xKwbNlcH,3.0
3.0,1,320.0,Sye9lyHKwB,1,BklaUFr1qH,3.0
2.0,1,610.0,Sye9lyHKwB,1,rJxPvedAcB,2.0
2.0,6,197.0,ryxyCeHtPB,6,BkeROrlU5B,2.0
1.0,8,151.0,ryxyCeHtPB,8,BklJwjhd5B,2.0
2.0,6,184.0,ryxyCeHtPB,6,Ske1UQAX9B,2.0
2.0,3,410.0,rJgUfTEYvH,6,HJe8zpxjYr,2.0
2.0,6,365.0,rJgUfTEYvH,6,SygDedWRtH,2.0
3.0,6,249.0,rJgUfTEYvH,6,HJetRuM0KH,3.0
1.0,3,377.0,rJejta4KDS,3,Hkl_08-49S,2.0
3.0,3,363.0,rJejta4KDS,3,BylnNnhiYH,3.0
3.0,1,243.0,rJejta4KDS,1,ByeNLz1sFH,3.0
3.0,6,948.0,HJgJtT4tvB,8,r1lhnRVTOB,3.0
2.0,3,401.0,HJgJtT4tvB,6,r1gcuJ9qtH,2.0
2.0,6,577.0,HJgJtT4tvB,6,SJe7pOKoKH,2.0
1.0,6,685.0,SylGpT4FPS,6,H1evEoR6YH,3.0
3.0,6,515.0,SylGpT4FPS,6,BkgIGYrAKS,3.0
1.0,6,393.0,SylGpT4FPS,6,HkljIvR3tr,2.0
2.0,1,308.0,Skeq30NFPr,3,S1gJmHhziH,3.0
1.0,6,244.0,Skeq30NFPr,6,SJxY1oCnKS,2.0
2.0,3,273.0,Skeq30NFPr,3,ryx4tvdTKB,2.0
1.0,3,525.0,S1xFm6VKDH,3,Syx0NgkAtB,2.0
1.0,3,240.0,S1xFm6VKDH,3,HJl0mqDm9S,2.0
1.0,3,277.0,S1xFm6VKDH,3,rJe8P4FbqS,3.0
3.0,6,659.0,HJl8_eHYvS,8,SkepmDSCYH,3.0
0.0,6,131.0,HJl8_eHYvS,6,HJeKIBfg9H,2.0
2.0,8,625.0,HJl8_eHYvS,8,S1l7IWx99B,2.0
1.0,1,682.0,S1ervgHFwS,1,B1xIuisysH,3.0
1.0,8,110.0,S1ervgHFwS,8,SyeD7eqHcH,2.0
1.0,3,249.0,S1ervgHFwS,3,B1laVbdjYH,2.0
1.0,3,555.0,B1lKDlHtwS,3,rJl4BEwAYH,3.0
1.0,3,301.0,B1lKDlHtwS,3,HyxooSwIYB,3.0
1.0,6,144.0,B1lKDlHtwS,6,Bkgo2vCzcr,2.0
2.0,3,360.0,HJe-blSYvH,3,HJlqbVhpYH,3.0
2.0,6,282.0,HJe-blSYvH,6,rJezAFHRFS,2.0
3.0,6,603.0,HJe-blSYvH,6,rJlW3Szi_r,2.0
1.0,6,109.0,rkgb9kSKwS,6,Hyg-EusOKH,2.0
1.0,1,333.0,rkgb9kSKwS,1,rke6CgqpqH,2.0
0.0,6,135.0,rkgb9kSKwS,6,rkeQXGZ_qS,2.0
3.0,3,462.0,rkgb9kSKwS,3,S1gW3qf29r,2.0
2.0,3,480.0,Sye2s2VtDr,3,ByejreosKS,2.0
1.0,3,317.0,Sye2s2VtDr,3,H1eu0MZ2tS,1.0
1.0,3,292.0,Sye2s2VtDr,3,ByltxKWzYr,3.0
0.0,3,320.0,BygSZAVKvr,3,SkxvmpoAYB,2.0
0.0,6,278.0,BygSZAVKvr,6,B1evkL2EqH,2.0
2.0,6,388.0,BJxQxeBYwH,6,HJgX4T6CtH,3.0
1.0,6,246.0,BJxQxeBYwH,6,Hye94W7M5r,2.0
2.0,3,209.0,BJxQxeBYwH,3,BJg-ri4CYB,3.0
2.0,3,194.0,SygaYANFPr,3,BJgwLklatB,3.0
1.0,3,307.0,SygaYANFPr,3,H1xKy85pYH,2.0
1.0,1,2719.0,SygaYANFPr,1,HJxM3T-5KB,3.0
1.0,1,173.0,H1eD7REtPr,1,H1x4aHQlcB,2.0
3.0,3,994.0,H1eD7REtPr,3,HJxEMKiEYB,3.0
0.0,3,323.0,H1eD7REtPr,3,S1xkUljkqH,2.0
3.0,6,390.0,HyxFF34FPr,6,rJlOCkwbqH,2.0
3.0,3,282.0,HyxFF34FPr,6,H1e8TZVM9S,3.0
2.0,3,344.0,HyxFF34FPr,3,rJlAJhYL9r,0.0
0.0,6,304.0,HJe9cR4KvB,6,BJlZKk6pKS,2.0
2.0,6,237.0,HJe9cR4KvB,6,Bkg21BVsYH,2.0
0.0,3,249.0,HJe9cR4KvB,3,B1xyg9XT5B,1.0
0.0,6,771.0,Sye0XkBKvS,6,SkelTPIi5B,3.0
1.0,8,132.0,Sye0XkBKvS,8,BJg92wGiYS,2.0
0.0,6,485.0,Sye0XkBKvS,6,H1lLFOChKS,3.0
2.0,6,710.0,HkxYzANYDB,6,BJesxs8dYS,3.0
2.0,8,326.0,HkxYzANYDB,8,H1lez5_nFr,2.0
0.0,6,416.0,HkxYzANYDB,6,SJl5uAax5B,1.0
1.0,3,315.0,HJgcvJBFvB,3,Hyl49oREcH,0.0
2.0,8,385.0,HJgcvJBFvB,8,Hke62XQY9H,3.0
1.0,3,412.0,HJgcvJBFvB,6,BJlOAwOpYr,2.0
0.0,6,305.0,SyeMblBtwr,6,SylC_-5aFB,2.0
1.0,3,410.0,SyeMblBtwr,3,Skg1CMy0tS,2.0
2.0,3,572.0,SyeMblBtwr,3,BJemg8D6Yr,2.0
1.0,3,674.0,SklsBJHKDS,3,H1xX0KDRFB,2.0
2.0,1,114.0,SklsBJHKDS,1,SyeB72uRKS,2.0
3.0,6,570.0,SklsBJHKDS,6,HyxTb_1TYr,3.0
2.0,3,562.0,B1lnbRNtwr,6,SJgoCH9TKB,3.0
2.0,6,200.0,B1lnbRNtwr,6,HklypX-iYH,2.0
3.0,3,208.0,B1lnbRNtwr,3,HJelNGkaKr,2.0
1.0,8,283.0,ryxmb1rKDS,8,HJxvhJ_0YS,3.0
1.0,3,575.0,ryxmb1rKDS,6,r1gsylCe9B,3.0
2.0,6,990.0,ryxmb1rKDS,8,H1l1Ek92KB,3.0
2.0,3,756.0,Skl-fyHKPH,1,SJx5gjF2FB,2.0
2.0,6,265.0,Skl-fyHKPH,6,Syx3pUyf5S,2.0
1.0,6,197.0,Skl-fyHKPH,6,B1lbCgh6KB,2.0
3.0,3,336.0,H1xTEgBKvB,3,Hyeto1i9KH,3.0
1.0,3,196.0,H1xTEgBKvB,3,B1l6jfc0Kr,2.0
2.0,3,131.0,H1xTEgBKvB,3,HJlAQuGlqr,3.0
2.0,3,567.0,BJlkgaNKvr,6,B1e_-c4kcH,2.0
0.0,1,793.0,BJlkgaNKvr,3,r1lOwA8TFS,2.0
1.0,6,201.0,BJlkgaNKvr,6,BJeOtaIFKr,2.0
0.0,3,521.0,H1eo9h4KPH,6,H1gwSPq6KH,3.0
0.0,3,236.0,H1eo9h4KPH,3,rkgBsPb3tS,2.0
1.0,6,723.0,H1eo9h4KPH,6,SJllbcg0KH,3.0
1.0,6,143.0,BJeGlJStPr,6,H1ePESipKS,1.0
0.0,6,265.0,BJeGlJStPr,6,SJlsXw06tr,2.0
1.0,3,137.0,BJeGlJStPr,3,HJx4ydyAKr,2.0
2.0,3,475.0,BJeGlJStPr,6,Byl-Rcma9B,2.0
2.0,6,523.0,HkgsWxrtPB,6,S1lrmJG2tH,2.0
2.0,6,391.0,HkgsWxrtPB,6,r1l0Qu3nKS,2.0
0.0,6,178.0,HkgsWxrtPB,6,B1eAkDUuKH,1.0
1.0,3,393.0,ryl5CJSFPS,3,Syer94DpFS,2.0
1.0,3,387.0,ryl5CJSFPS,3,BygXbD0n5B,2.0
1.0,3,883.0,ryl5CJSFPS,3,rkgb8JyCKr,1.0
2.0,3,621.0,SyxoygBKwB,3,rJgczPvl9H,2.0
2.0,1,817.0,SyxoygBKwB,1,SyxA4w0iYr,2.0
0.0,3,106.0,SyxoygBKwB,3,SJgSA4T49B,1.0
3.0,3,554.0,BkxackSKvH,6,HJgW7iEhYr,3.0
3.0,6,199.0,BkxackSKvH,6,Bkgq7QUptr,0.0
3.0,6,317.0,BkxackSKvH,6,ryx2DriFtr,3.0
0.0,6,229.0,r1lZgyBYwS,6,BJeuOnp19S,2.0
2.0,6,344.0,r1lZgyBYwS,6,BygJ9qoy9S,2.0
2.0,8,1028.0,r1lZgyBYwS,8,BygIsY5aKr,2.0
2.0,3,438.0,SkgsACVKPH,6,HkgFzZMcFB,2.0
2.0,3,1067.0,SkgsACVKPH,6,BJlsJthO5S,3.0
1.0,6,749.0,SkgsACVKPH,6,S1e9hXy0FS,3.0
2.0,3,510.0,rJlDoT4twr,3,B1xEKODCKH,2.0
0.0,3,388.0,rJlDoT4twr,3,S1eM-mFCFr,2.0
0.0,8,107.0,HJeiDpVFPr,8,Ske1Vfqa9H,3.0
1.0,3,489.0,HJeiDpVFPr,3,HyxOWBlB9B,2.0
1.0,8,134.0,HJeiDpVFPr,8,HJgoBv0JcB,2.0
1.0,8,329.0,HJeiDpVFPr,8,r1lR8p5IqS,3.0
1.0,8,185.0,rJeB36NKvB,8,r1xDPX_yqH,2.0
2.0,6,163.0,rJeB36NKvB,8,SklQXVNkcB,3.0
1.0,8,164.0,rJeB36NKvB,8,BklLFSzRtB,2.0
1.0,1,570.0,Hyx5qhEYvH,1,SJlM3Xs49r,1.0
0.0,3,153.0,Hyx5qhEYvH,3,HkgH65Z1qH,1.0
3.0,1,279.0,Hyx5qhEYvH,1,SyxiwuB_cH,2.0
0.0,1,85.0,S1lLvyBtPB,1,BklPE-ZM9B,3.0
3.0,1,1286.0,S1lLvyBtPB,1,r1l4HjVjKB,3.0
2.0,3,534.0,S1lLvyBtPB,3,rJx0becRFr,2.0
0.0,8,312.0,B1xeZJHKPB,8,Bye0ht1B9B,2.0
3.0,1,750.0,B1xeZJHKPB,3,S1eXG9ujFr,3.0
1.0,6,295.0,B1xeZJHKPB,8,Bkejrz1otS,2.0
1.0,3,185.0,SkgS2lBFPS,3,rJxpiIYr5r,1.0
1.0,6,579.0,SkgS2lBFPS,6,SJeqGhkAYr,2.0
1.0,3,309.0,SkgS2lBFPS,3,SJgs3cCaFH,3.0
2.0,3,315.0,BkeaEyBYDB,3,HkxMzGThcS,2.0
1.0,1,350.0,BkeaEyBYDB,1,Byxju1vRFr,3.0
2.0,1,413.0,BkeaEyBYDB,1,r1xmrgpU9H,2.0
1.0,3,556.0,SJx371HFvr,3,HJgTgoGRFr,3.0
3.0,1,344.0,SJx371HFvr,1,rJeZ1dKCOH,3.0
1.0,3,318.0,SJx371HFvr,3,B1gC2BYRYr,2.0
2.0,3,268.0,B1gXYR4YDH,3,rkeE7qr0YH,2.0
1.0,6,202.0,B1gXYR4YDH,6,r1x4lqk0Yr,2.0
2.0,3,631.0,B1gXYR4YDH,3,r1lGMTihtr,2.0
2.0,6,612.0,SJxstlHFPH,8,H1lvMjxAFB,2.0
2.0,8,394.0,SJxstlHFPH,8,BygDHP9oKB,2.0
1.0,8,464.0,SJxstlHFPH,8,SJx1TwS5YH,2.0
2.0,3,689.0,B1gdkxHFDH,3,SJlzds52FS,2.0
0.0,6,186.0,B1gdkxHFDH,6,r1xmBTKkqH,1.0
1.0,8,211.0,B1gdkxHFDH,8,Syx0-bXNcB,2.0
3.0,1,118.0,Hye00pVtPS,1,BylavgYCFB,2.0
2.0,3,725.0,Hye00pVtPS,3,SkxvSC16tH,2.0
2.0,1,400.0,Hye00pVtPS,1,B1ggkv9ptr,3.0
2.0,3,330.0,B1erJJrYPH,3,BJxTPBxM9S,2.0
1.0,1,476.0,B1erJJrYPH,1,SJeZKdchKH,2.0
2.0,6,616.0,B1erJJrYPH,6,SylrU09ptS,2.0
1.0,3,439.0,HkgbKaEtvB,3,H1lFl73pKS,3.0
1.0,3,388.0,HkgbKaEtvB,3,rJgm2PsCFB,2.0
1.0,3,432.0,HkgbKaEtvB,3,SJgDHU86FS,2.0
1.0,8,154.0,Hkex2a4FPr,8,r1gTTOdaFB,3.0
1.0,6,555.0,Hkex2a4FPr,6,BJxK6Ipc9r,3.0
2.0,3,517.0,Hkex2a4FPr,3,BkeZKd3atr,2.0
3.0,3,131.0,BJgkbyHKDS,3,Bye3icUIqB,3.0
2.0,6,449.0,BJgkbyHKDS,6,SJeePN_AFB,2.0
1.0,6,265.0,BJgkbyHKDS,6,SJeomuT_cB,2.0
1.0,1,161.0,BJgkbyHKDS,1,rkxWorWy5H,3.0
1.0,6,775.0,BJxSI1SKDH,6,SJl2KhcNtB,2.0
3.0,8,242.0,BJxSI1SKDH,8,HkeTmSckqS,2.0
1.0,3,520.0,BJxSI1SKDH,6,S1lPyVNjFS,2.0
1.0,3,283.0,H1lOUeSFvB,3,Ske0aL1AKB,1.0
2.0,6,421.0,H1lOUeSFvB,6,SyxXZ-_0Fr,3.0
3.0,3,494.0,H1lOUeSFvB,3,SkgtRHvaFB,2.0
3.0,3,424.0,H1gza2NtwH,3,HygJKX5cYS,2.0
1.0,3,155.0,H1gza2NtwH,3,S1eNmT16KH,2.0
3.0,3,852.0,H1gza2NtwH,3,BJev2S5DFH,3.0
0.0,3,350.0,B1lGU64tDr,3,S1eg3T6ZoS,3.0
1.0,6,302.0,B1lGU64tDr,6,r1eQTVd4qB,2.0
1.0,3,1114.0,B1lGU64tDr,6,ByxfCSnyqS,2.0
1.0,8,237.0,BkeDGJBKvB,8,S1xF8IXHtH,3.0
2.0,3,636.0,BkeDGJBKvB,3,H1li36yCYS,1.0
2.0,3,722.0,ryxO3gBtPB,3,S1eO6IeYKS,2.0
1.0,6,484.0,ryxO3gBtPB,6,BygbpdzFYB,3.0
1.0,3,557.0,ryxO3gBtPB,3,BkejIlCnFr,2.0
2.0,3,347.0,SkeKtyHYPS,3,ryxfxYLKYr,2.0
2.0,1,416.0,SkeKtyHYPS,1,BylWZ0s6YH,3.0
1.0,3,228.0,SkeKtyHYPS,3,rJxOAIYJcr,2.0
2.0,1,301.0,Skgfr1rYDH,1,ByeabQxpFS,3.0
2.0,3,534.0,Skgfr1rYDH,3,S1ghLD70FH,3.0
3.0,3,285.0,Skgfr1rYDH,3,rkx2eAItFH,2.0
1.0,3,345.0,rkgpv2VFvr,6,B1gVz2MTtB,2.0
2.0,6,178.0,rkgpv2VFvr,6,Sye2k-pntH,2.0
2.0,6,430.0,rkgpv2VFvr,6,HkeFR4ZTKS,2.0
2.0,6,286.0,rylT0AVtwH,6,r1gk4ck25B,3.0
3.0,3,357.0,rylT0AVtwH,3,H1ly2z2RFS,3.0
3.0,3,680.0,rylT0AVtwH,3,BJlU6IBK9S,3.0
2.0,1,910.0,rylT0AVtwH,3,H1eOXTuD5B,2.0
3.0,1,355.0,rJg4GgHKPB,1,SJxBWHDQ9H,3.0
2.0,1,127.0,rJg4GgHKPB,1,Bkx7HPupFS,2.0
3.0,1,359.0,rJg4GgHKPB,1,BkgvhRgx9B,3.0
3.0,3,244.0,rklx-gSYPS,3,HJetjtg0YB,2.0
1.0,3,299.0,rklx-gSYPS,3,Bkg2rQQZoH,1.0
2.0,1,344.0,rklx-gSYPS,1,SygFLpeAYB,3.0
1.0,8,326.0,SJxSDxrKDr,8,ByxXM0cuKH,1.0
2.0,6,597.0,SJxSDxrKDr,6,B1xSsNgtKS,3.0
2.0,8,400.0,SJxSDxrKDr,8,BJgNNQyF5r,3.0
1.0,8,375.0,BJeAHkrYDS,8,SyekDcTg9B,3.0
3.0,8,84.0,BJeAHkrYDS,8,rygRKCvOtr,3.0
2.0,3,517.0,BJeAHkrYDS,6,BJx2exIRFS,2.0
2.0,3,353.0,Bkx5ceHFwH,3,BklG1tBkqH,2.0
2.0,1,1000.0,Bkx5ceHFwH,1,S1xs2rtaKH,3.0
3.0,1,459.0,Bkx5ceHFwH,1,BkxKknRo_H,3.0
2.0,1,92.0,BkxaXeHYDB,1,rJeXVrc3tS,3.0
1.0,8,232.0,BkxaXeHYDB,8,BJlFZwbbsH,2.0
3.0,3,354.0,BkxaXeHYDB,3,SkevrtJ0tS,3.0
1.0,3,261.0,H1gjM1SFDr,3,B1lO03N6KS,2.0
3.0,6,566.0,H1gjM1SFDr,6,B1lF3yBTFS,3.0
0.0,3,346.0,H1gjM1SFDr,3,rJeFODLU9B,1.0
0.0,3,453.0,BJgpDyHKwH,3,r1ltHWEr5S,2.0
1.0,3,474.0,BJgpDyHKwH,3,S1eHrsYwqS,2.0
3.0,3,79.0,BJgpDyHKwH,3,ryxVwAyjcS,3.0
0.0,6,139.0,BJgpDyHKwH,6,BkefUF9tKB,2.0
2.0,3,899.0,Byx5R0NKPr,3,SJekg7fLKB,2.0
0.0,6,424.0,Byx5R0NKPr,6,Skl6ZZOfKr,2.0
1.0,3,241.0,Byx5R0NKPr,3,SJgzQP-2FB,2.0
3.0,6,449.0,Hye5TaVtDH,6,BJg1Bzy0Yr,3.0
0.0,6,90.0,Hye5TaVtDH,6,ByxIxKl6YS,1.0
3.0,3,554.0,Hye5TaVtDH,3,BkgR_zORKS,3.0
1.0,3,264.0,B1xq264YvH,3,SJg1WdHqqr,2.0
1.0,8,627.0,B1xq264YvH,8,BygEgCVoYB,2.0
2.0,8,192.0,B1xq264YvH,8,HyeNNy_Ttr,1.0
1.0,1,860.0,H1lDbaVYvH,6,Ske_SVOntr,2.0
2.0,6,514.0,H1lDbaVYvH,6,HJgOkLqitS,2.0
2.0,3,193.0,H1lDbaVYvH,3,Sklfr9LFKB,2.0
2.0,6,517.0,BkxUvnEYDH,8,SJgwVEYmcH,3.0
2.0,6,691.0,BkxUvnEYDH,8,Hkx71T7AYS,2.0
1.0,1,980.0,BkxUvnEYDH,6,rylluKUCtS,2.0
2.0,3,171.0,S1x63TEYvr,3,HJlGvnVTKS,2.0
2.0,3,636.0,S1x63TEYvr,3,B1gKAOzGcS,3.0
2.0,8,75.0,S1x63TEYvr,8,Bkg7wynJYB,1.0
2.0,3,169.0,Hkl4EANFDH,3,rkeTDi2TYB,2.0
1.0,1,261.0,Hkl4EANFDH,1,Hyxd4ffhFr,3.0
2.0,3,307.0,Hkl4EANFDH,6,BJx1bKaTFH,2.0
3.0,3,581.0,rJeIGkBKPS,3,SJlnCEcaFS,2.0
3.0,3,366.0,rJeIGkBKPS,3,S1xdZMcnKS,3.0
2.0,6,187.0,rJeIGkBKPS,6,HJeHSCR-5r,2.0
3.0,3,609.0,HklmoRVYvr,3,r1xjMAW0tH,3.0
2.0,1,719.0,HklmoRVYvr,3,HJgpVslatS,2.0
2.0,3,200.0,HklmoRVYvr,3,rkgTTMcKKB,2.0
0.0,6,239.0,B1gF56VYPH,6,B1euNLVnFH,0.0
1.0,3,367.0,B1gF56VYPH,3,rJem4jsAtB,2.0
1.0,6,295.0,B1gF56VYPH,6,ryeKDII6YB,3.0
2.0,3,510.0,B1gskyStwr,6,r1eEdLMyjH,2.0
2.0,6,426.0,B1gskyStwr,6,Byx_XzzJir,0.0
1.0,6,285.0,B1gskyStwr,6,HJglemDstB,2.0
1.0,6,136.0,HJlSmC4FPS,6,SyeZPBHTYB,2.0
2.0,6,117.0,HJlSmC4FPS,6,SJeF98JCtS,2.0
1.0,6,332.0,HJlSmC4FPS,6,HklObMGU9r,2.0
1.0,1,258.0,rJgLlAVYPr,1,SyliaCJBYr,3.0
3.0,1,462.0,rJgLlAVYPr,1,HkxJIK0TFS,3.0
2.0,1,560.0,rJgLlAVYPr,1,Bklz76psYH,3.0
2.0,6,416.0,HJlU-AVtvS,6,S1xeMeCk5B,3.0
1.0,3,521.0,HJlU-AVtvS,3,B1gapNDTFH,3.0
1.0,3,497.0,HJlU-AVtvS,6,SyeX2Lk6KH,2.0
1.0,3,600.0,S1lAOhEKPS,3,rkeLgBkTtS,3.0
1.0,1,751.0,S1lAOhEKPS,1,Skx3jJ6qFB,3.0
2.0,3,937.0,S1lAOhEKPS,3,SkgRmZra5r,3.0
2.0,6,487.0,rJeU_1SFvr,6,HJx7zgxTFr,3.0
2.0,6,161.0,rJeU_1SFvr,6,BJxDhRyCtS,3.0
1.0,6,306.0,SyxS0T4tvS,6,ByeB-Xqatr,2.0
3.0,6,229.0,SyxS0T4tvS,6,r1gzpOvAFH,3.0
3.0,6,313.0,SyxS0T4tvS,6,Byx4-_ZZcS,3.0
1.0,6,735.0,HkxnclHKDr,6,r1lKVtETYH,2.0
0.0,3,226.0,HkxnclHKDr,3,BJxHdQmqFS,1.0
1.0,3,579.0,HkxnclHKDr,3,rJx5HLM-oB,2.0
1.0,8,214.0,rkeZIJBYvr,8,HygSWGg2tS,2.0
2.0,8,929.0,rkeZIJBYvr,8,S1lLvaCTYr,3.0
0.0,6,365.0,rkeZIJBYvr,8,rJep4Itotr,3.0
3.0,3,225.0,H1gL3RVtwr,3,BJlKxH2N5r,3.0
2.0,1,371.0,H1gL3RVtwr,3,H1e4UrfvqB,2.0
0.0,6,1109.0,H1gL3RVtwr,6,Syx6-A1ZqH,3.0
1.0,1,417.0,HJl6tC4KwB,1,S1xzs2okcS,2.0
1.0,6,225.0,HJl6tC4KwB,6,BkloZQ9-qS,2.0
3.0,6,220.0,HJl6tC4KwB,6,ryxIMSi7cr,3.0
2.0,3,400.0,Syg9YyBFvS,3,BkxtGJk69S,2.0
1.0,3,554.0,Syg9YyBFvS,3,B1lDbben9S,2.0
1.0,3,248.0,Syg9YyBFvS,3,Hkx96o2RYB,2.0
1.0,3,258.0,Syg9YyBFvS,3,rJlKoTAW5S,2.0
1.0,6,147.0,Bke6vTVYwH,6,SylESLC6Fr,2.0
0.0,6,178.0,Bke6vTVYwH,6,rkgIzF3Zcr,2.0
1.0,3,351.0,r1ltnp4KwS,6,BJgVZnT2YB,3.0
3.0,3,326.0,r1ltnp4KwS,3,Syx3XXYAtS,3.0
1.0,6,190.0,r1ltnp4KwS,6,S1eMnQEpFr,2.0
2.0,6,305.0,B1g79grKPr,6,HyedaO2pKH,2.0
3.0,3,375.0,B1g79grKPr,3,rJxnKiMaKB,0.0
2.0,6,306.0,B1g79grKPr,6,HklBPG5AFS,3.0
2.0,1,273.0,r1lUdpVtwB,1,Hyl4Le2g9r,3.0
3.0,1,286.0,r1lUdpVtwB,1,r1e-hTxAKH,2.0
2.0,1,317.0,r1lUdpVtwB,1,r1gCkziQcr,3.0
0.0,6,236.0,SklOUpEYvB,6,SJl5FcOf9B,1.0
1.0,3,300.0,SklOUpEYvB,6,HklCCT9ecr,2.0
2.0,6,310.0,SJeYe0NtvH,6,HJeHygz6YH,2.0
2.0,3,444.0,SJeYe0NtvH,6,H1lxTev3Yr,2.0
2.0,3,282.0,SJeYe0NtvH,3,ryeEqCDG5B,2.0
2.0,6,386.0,SylzhkBtDB,6,SJeNT1T3YH,2.0
1.0,6,202.0,SylzhkBtDB,6,rJlRuaviKB,3.0
2.0,8,396.0,SylzhkBtDB,8,rkl9a2T3KS,2.0
